,author,title,year,Name,Surname
1808,Sergey B. Makarov,Reduction of Energy Losses under Conditions of Overcoming Nyquist Barrier by Optimal Signal Selection ,2016,Sergey B. Makarov,Sergey B. Makarov
1809,Sergey V. Zavjalov,Possibilities of Nyquist barrier breaking by optimal signal selection ,2016,Sergey V. Zavjalov,Sergey V. Zavjalov
1810,Sergey V. Volvenko,Possibilities of Nyquist barrier breaking by optimal signal selection ,2016,Sergey V. Volvenko,Sergey V. Volvenko
1811,Sergey B. Makarov,Possibilities of Nyquist barrier breaking by optimal signal selection ,2016,Sergey B. Makarov,Sergey B. Makarov
1812,Shen De Yuan,Possibilities of Nyquist barrier breaking by optimal signal selection ,2016,Shen De Yuan,Shen De Yuan
1813,Nadezda Volovich,CRISPR-Cas defence system in processes of T7 phage infection and protospacer-carrying plasmid transformation. ,2016,Nadezda,Volovich
1814,Alexander Martynov,CRISPR-Cas defence system in processes of T7 phage infection and protospacer-carrying plasmid transformation. ,2016,Alexander,Martynov
1815,Aleksandra Strotskaia,CRISPR-Cas defence system in processes of T7 phage infection and protospacer-carrying plasmid transformation. ,2016,Aleksandra,Strotskaia
1816,Konstantin Severinov,CRISPR-Cas defence system in processes of T7 phage infection and protospacer-carrying plasmid transformation. ,2016,Konstantin,Severinov
1817,Jaroslav Ispolatov,CRISPR-Cas defence system in processes of T7 phage infection and protospacer-carrying plasmid transformation. ,2016,Jaroslav,Ispolatov
1818,Володин С.,Вероятностный подход для задачи предсказания биологической активности ядерных рецепторов ,2016,С.,Володин
1819,Попова М.,Вероятностный подход для задачи предсказания биологической активности ядерных рецепторов ,2016,М.,Попова
1820,Воронцова Д.,Foreign DNA acquisition by the I-F CRISPR-Cas system.  ,2016,Д.,Воронцова
1821,Медведева С.,Foreign DNA acquisition by the I-F CRISPR-Cas system.  ,2016,С.,Медведева
1822,Савицкая Е.,Foreign DNA acquisition by the I-F CRISPR-Cas system.  ,2016,Е.,Савицкая
1823,Логачёва М.Д.,Foreign DNA acquisition by the I-F CRISPR-Cas system.  ,2016,М.Д.,Логачёва
1824,Семенова Е.,Foreign DNA acquisition by the I-F CRISPR-Cas system.  ,2016,Е.,Семенова
1825,Северинов К.В.,Foreign DNA acquisition by the I-F CRISPR-Cas system.  ,2016,К.В.,Северинов
1826,S. Vostokov,Encryption System Using the Explicit Reciprocity Law. ,2016,S.,Vostokov
1827,R. Vostokova,Encryption System Using the Explicit Reciprocity Law. ,2016,R.,Vostokova
1828,E. Krouk,About One Modiﬁcation of McEliece Cryptosystem Based on Plotkin Construction. ,2016,E.,Krouk
1829,A. Ovchinnikov,About One Modiﬁcation of McEliece Cryptosystem Based on Plotkin Construction. ,2016,A.,Ovchinnikov
1830,E. Vostokova,About One Modiﬁcation of McEliece Cryptosystem Based on Plotkin Construction. ,2016,E.,Vostokova
1831,Вотинов А.,Алгоритмы поиска медоидов и выбросов на основе ординальных данных ,2016,А.,Вотинов
1832,Панов М.,Алгоритмы поиска медоидов и выбросов на основе ординальных данных ,2016,М.,Панов
1833,Шамсутдинов А.,Агрегирование специализированных прогнозирующих стратегий на основе алгоритма AdaHedge ,2016,А.,Шамсутдинов
1834,Вьюгин В.В.,Агрегирование специализированных прогнозирующих стратегий на основе алгоритма AdaHedge ,2016,В.В.,Вьюгин
1835,Вьюгин В.В.,Алгоритм Fixed-Share для частично определенных экспертов ,2016,В.В.,Вьюгин
1836,Ольховская Ю.,Алгоритм Fixed-Share для частично определенных экспертов ,2016,Ю.,Ольховская
1837,Вьюгин В.В.,Отслеживание наилучшей траектории экспертных решений с помощью алгоритма AdaHedge ,2016,В.В.,Вьюгин
1838,Стельмах И.,Отслеживание наилучшей траектории экспертных решений с помощью алгоритма AdaHedge ,2016,И.,Стельмах
1839,Ilya Vyugin,New bounds of polynomial energy ,2016,Ilya,Vyugin
1840,Sergey Makarychev,New bounds of polynomial energy ,2016,Sergey,Makarychev
1841,Sergey Makarychev,Polynomial equations over Fp in subgroups of Fp* ,2016,Sergey,Makarychev
1842,Ilya Vyugin,Polynomial equations over Fp in subgroups of Fp* ,2016,Ilya,Vyugin
1843,Roman Levin,On the Riemann-Hilbert Problem for Linear q-Difference Equations ,2016,Roman,Levin
1844,Ilya Vyugin,On the Riemann-Hilbert Problem for Linear q-Difference Equations ,2016,Ilya,Vyugin
1845,E. Gabidulin,Decoding New Multicomponent Codes. ,2016,E.,Gabidulin
1846,N. Pilipchuk,Decoding New Multicomponent Codes. ,2016,N.,Pilipchuk
1847,I. Sysoev,Decoding New Multicomponent Codes. ,2016,I.,Sysoev
1848,Галицына А.А.,"""Зеркальные риды"" в данных Hi-C ",2016,А.А.,Галицына
1849,Храмеева Е.Е.,"""Зеркальные риды"" в данных Hi-C ",2016,Е.Е.,Храмеева
1850,Гаврилов А.,"""Зеркальные риды"" в данных Hi-C ",2016,А.,Гаврилов
1851,Гареева Р. Р.,"Зависимость величины моторных вызванных потенциалов в мышцах рук от афферентного входа, активированного вибростимуляцией ",2016,Гареева Р. Р.,Гареева Р. Р.
1852,Селионов В.А.,"Зависимость величины моторных вызванных потенциалов в мышцах рук от афферентного входа, активированного вибростимуляцией ",2016,В.А.,Селионов
1853,Солопова И.А.,"Зависимость величины моторных вызванных потенциалов в мышцах рук от афферентного входа, активированного вибростимуляцией ",2016,И.А.,Солопова
1854,Sofya Garushyants,Functional analysis of Holospora spp. - nuclear endosymbionts of Paramecium ,2016,Sofya,Garushyants
1855,Гасников А.В.,Прямо-двойственный метод зеркального спуска для условных задач стохастической композитной оптимизации ,2016,А.В.,Гасников
1856,Гасникова Е.,Прямо-двойственный метод зеркального спуска для условных задач стохастической композитной оптимизации ,2016,Е.,Гасникова
1857,Мациевский С.,Прямо-двойственный метод зеркального спуска для условных задач стохастической композитной оптимизации ,2016,С.,Мациевский
1858,Anton Gorlov,Root-Raised Cosine versus Optimal Finite Pulses for Faster-than-Nyquist Generation ,2016,Anton,Gorlov
1859,Aleksandr Gelgor,Root-Raised Cosine versus Optimal Finite Pulses for Faster-than-Nyquist Generation ,2016,Aleksandr,Gelgor
1860,Van Phe Nguyen,Root-Raised Cosine versus Optimal Finite Pulses for Faster-than-Nyquist Generation ,2016,Van Phe Nguyen,Van Phe Nguyen
1861,Молдован М.,Сравнительный анализ бактериальных пангеномов ,2016,М.,Молдован
1862,Гельфанд М.С.,Сравнительный анализ бактериальных пангеномов ,2016,М.С.,Гельфанд
1863,Самборская М.,Исследование зависимости частоты контактов хроматина от активности экспрессии генов у Drosophila melanogaster и Homo Sapiens ,2016,М.,Самборская
1864,Храмеева Е.Е.,Исследование зависимости частоты контактов хроматина от активности экспрессии генов у Drosophila melanogaster и Homo Sapiens ,2016,Е.Е.,Храмеева
1865,Гельфанд М.С.,Исследование зависимости частоты контактов хроматина от активности экспрессии генов у Drosophila melanogaster и Homo Sapiens ,2016,М.С.,Гельфанд
1866,Yuriy Korostelev,Incompatible Ligand-Residue Pairs in LacI Family of Transcription Factors ,2016,Yuriy,Korostelev
1867,Matvei Khoroshkin,Incompatible Ligand-Residue Pairs in LacI Family of Transcription Factors ,2016,Matvei,Khoroshkin
1868,Mikhail Gelfand,Incompatible Ligand-Residue Pairs in LacI Family of Transcription Factors ,2016,Mikhail,Gelfand
1869,Гемаддиев И. В.,Определение остановок посадки пассажиров общественного наземного транспорта с использованием датчиков геопозиционирования и данных валидаторов ,2016,Гемаддиев И. В.,Гемаддиев И. В.
1870,S. Foss,Extra power backup for balancing of power grid with renewables. ,2016,S.,Foss
1871,G. Georgiev,Extra power backup for balancing of power grid with renewables. ,2016,G.,Georgiev
1872,D. Kim,Extra power backup for balancing of power grid with renewables. ,2016,D.,Kim
1873,A. Turlikov,Extra power backup for balancing of power grid with renewables. ,2016,A.,Turlikov
1874,Julia Piskunova,Induction of bacterial persistence by peptide antibiotic microcin Co. ,2016,Julia,Piskunova
1875,Etienne Maisonneuve,Induction of bacterial persistence by peptide antibiotic microcin Co. ,2016,Etienne,Maisonneuve
1876,Kenn Gerdes,Induction of bacterial persistence by peptide antibiotic microcin Co. ,2016,Kenn,Gerdes
1877,Konstantin Severinov,Induction of bacterial persistence by peptide antibiotic microcin Co. ,2016,Konstantin,Severinov
1878,Ioannis Giannoulakis,A Source Prioritizing Scheme for Relay Cooperative Networking ,2016,Ioannis,Giannoulakis
1879,Emmanouil Kafetzakis,A Source Prioritizing Scheme for Relay Cooperative Networking ,2016,Emmanouil,Kafetzakis
1880,Anastasios Kourtis,A Source Prioritizing Scheme for Relay Cooperative Networking ,2016,Anastasios,Kourtis
1881,D. Novikov,Local-adaptive Blocks-based Predictor For Lossless Image Compression. ,2016,D.,Novikov
1882,N. Egorov,Local-adaptive Blocks-based Predictor For Lossless Image Compression. ,2016,N.,Egorov
1883,M. Gilmutdinov,Local-adaptive Blocks-based Predictor For Lossless Image Compression. ,2016,M.,Gilmutdinov
1884,Vladimir Gluhov,Improving the efficiency of architectural solutions based on cloud services integration ,2016,Vladimir,Gluhov
1885,Igor Ilin,Improving the efficiency of architectural solutions based on cloud services integration ,2016,Igor,Ilin
1886,Oksana Iliashenko,Improving the efficiency of architectural solutions based on cloud services integration ,2016,Oksana,Iliashenko
1887,Поверенная И.,Анализ длины и фазы сплайсосомальных интронов в эукариотических генах ,2016,И.,Поверенная
1888,Горев Д.,Анализ длины и фазы сплайсосомальных интронов в эукариотических генах ,2016,Д.,Горев
1889,Ройтберг М.,Анализ длины и фазы сплайсосомальных интронов в эукариотических генах ,2016,М.,Ройтберг
1890,Oleg Gorodnitskii,Nonlinear adaptive method of matrix completion on partial observations ,2016,Oleg,Gorodnitskii
1891,Mikhail Trofimov,Nonlinear adaptive method of matrix completion on partial observations ,2016,Mikhail,Trofimov
1892,Andrey Ryazanov,Inverse Protein Folding Problem via Quadratic Programming ,2016,Andrey,Ryazanov
1893,Sergei Grudinin,Inverse Protein Folding Problem via Quadratic Programming ,2016,Sergei,Grudinin
1894,Mikhail Karasikov,Inverse Protein Folding Problem via Quadratic Programming ,2016,Mikhail,Karasikov
1895,Roman Pogodin,Quadratic Programming Approach to Fit Protein Complexes into Electron Density Maps ,2016,Roman,Pogodin
1896,Alexander Katrutsa,Quadratic Programming Approach to Fit Protein Complexes into Electron Density Maps ,2016,Alexander,Katrutsa
1897,Sergei Grudinin,Quadratic Programming Approach to Fit Protein Complexes into Electron Density Maps ,2016,Sergei,Grudinin
1898,Svetlana Suloeva,Development of Project Risk Rating for Telecommunication Company ,2016,Svetlana,Suloeva
1899,Sergey Grishunin,Development of Project Risk Rating for Telecommunication Company ,2016,Sergey,Grishunin
1900,Dmitry Efrosinin,Evaluating Impact of Licensed Shared Access Regime on QoS by the Busy Period Analysis of a Queuing System with Breakdowns ,2016,Dmitry,Efrosinin
1901,Konstantin Samouylov,Evaluating Impact of Licensed Shared Access Regime on QoS by the Busy Period Analysis of a Queuing System with Breakdowns ,2016,Konstantin,Samouylov
1902,Irina A. Gudkova,Evaluating Impact of Licensed Shared Access Regime on QoS by the Busy Period Analysis of a Queuing System with Breakdowns ,2016,Irina A. Gudkova,Irina A. Gudkova
1903,Konstantin Samouylov,Queuing Model for Analyzing Simultaneous Access to Spectrum by Limiting Power of LSA Licensee ,2016,Konstantin,Samouylov
1904,Irina A. Gudkova,Queuing Model for Analyzing Simultaneous Access to Spectrum by Limiting Power of LSA Licensee ,2016,Irina A. Gudkova,Irina A. Gudkova
1905,Ekaterina V. Markova,Queuing Model for Analyzing Simultaneous Access to Spectrum by Limiting Power of LSA Licensee ,2016,Ekaterina V. Markova,Ekaterina V. Markova
1906,Smirnov Alexander,''Connected Car''-Based Customised On-Demand Tours: the Concept and Underlying Technologies ,2016,Smirnov,Alexander
1907,Nikolay Shilov,''Connected Car''-Based Customised On-Demand Tours: the Concept and Underlying Technologies ,2016,Nikolay,Shilov
1908,Oleg Gusikhin,''Connected Car''-Based Customised On-Demand Tours: the Concept and Underlying Technologies ,2016,Oleg,Gusikhin
1909,Alexander Petrov,Rubidium atomic clock with improved metrological characteristics for satellite communication system ,2016,Alexander,Petrov
1910,Vadim Davydov,Rubidium atomic clock with improved metrological characteristics for satellite communication system ,2016,Vadim,Davydov
1911,Nikita Myazin,Rubidium atomic clock with improved metrological characteristics for satellite communication system ,2016,Nikita,Myazin
1912,Julien Dhallenne,RCOS: Real Time Context Sharing Across A Fleet Of Smart Mobile Devices ,2016,Julien,Dhallenne
1913,Prem Jayaraman,RCOS: Real Time Context Sharing Across A Fleet Of Smart Mobile Devices ,2016,Prem,Jayaraman
1914,Arkady Zaslavsky,RCOS: Real Time Context Sharing Across A Fleet Of Smart Mobile Devices ,2016,Arkady,Zaslavsky
1915,Alexey Chernov,A Primal-Dual First-Order Method for Minimization Problems with Linear Constraints ,2016,Alexey,Chernov
1916,Pavel Dvurechensky,A Primal-Dual First-Order Method for Minimization Problems with Linear Constraints ,2016,Pavel,Dvurechensky
1917,Яровенко С.,"Автоматический поиск и анализ событий изменения сплайсинга, происходящих в результате рождения новых сайтов сплайсинга в линии Homo sapiens ",2016,С.,Яровенко
1918,Денисов С.В.,"Автоматический поиск и анализ событий изменения сплайсинга, происходящих в результате рождения новых сайтов сплайсинга в линии Homo sapiens ",2016,С.В.,Денисов
1919,Дерендяев А.Б.,Мобильность городских жителей по данным сотового оператора ,2016,А.Б.,Дерендяев
1920,Caslav Stefanovic,On the performance analysis of wireless receiver with an AFC over Generalized-K fading channels in the presence of single CCI ,2016,Caslav,Stefanovic
1921,Srdjan Jovkovic,On the performance analysis of wireless receiver with an AFC over Generalized-K fading channels in the presence of single CCI ,2016,Srdjan,Jovkovic
1922,Danijel Djosic,On the performance analysis of wireless receiver with an AFC over Generalized-K fading channels in the presence of single CCI ,2016,Danijel,Djosic
1923,Dejan Rancic,On the performance analysis of wireless receiver with an AFC over Generalized-K fading channels in the presence of single CCI ,2016,Dejan,Rancic
1924,Mihajlo Stefanovic,On the performance analysis of wireless receiver with an AFC over Generalized-K fading channels in the presence of single CCI ,2016,Mihajlo,Stefanovic
1925,Курмуков А. И.,Классификация расстройств аутистического спектра и нормального развития на основе сходства разбиений сетевых структур мозга ,2016,Курмуков А. И.,Курмуков А. И.
1926,Додонова Ю.,Классификация расстройств аутистического спектра и нормального развития на основе сходства разбиений сетевых структур мозга ,2016,Ю.,Додонова
1927,Жуков Л.,Классификация расстройств аутистического спектра и нормального развития на основе сходства разбиений сетевых структур мозга ,2016,Л.,Жуков
1928,Anna Tkachev,Classification of Connectomes Based on a Measure of Graph Spectra Similarity ,2016,Anna,Tkachev
1929,Yulia Dodonova,Classification of Connectomes Based on a Measure of Graph Spectra Similarity ,2016,Yulia,Dodonova
1930,Yulia Shichkina,Application of fuzzy sections for constructing dynamic routing in the network DTN ,2016,Yulia,Shichkina
1931,Mikhail Kupriyanov,Application of fuzzy sections for constructing dynamic routing in the network DTN ,2016,Mikhail,Kupriyanov
1932,Anastasia Plotnikova,Application of fuzzy sections for constructing dynamic routing in the network DTN ,2016,Anastasia,Plotnikova
1933,Yaroslav Domaratsky,Application of fuzzy sections for constructing dynamic routing in the network DTN ,2016,Yaroslav,Domaratsky
1934,Elena Egorova,Signature Codes for a Special Class of Multiple Access Channel. ,2016,Elena,Egorova
1935,Valeria Potapova,Signature Codes for a Special Class of Multiple Access Channel. ,2016,Valeria,Potapova
1936,Ермилов Д.,Сравнительный обзор алгоритмов восстановления матриц ,2016,Д.,Ермилов
1937,Панов М.,Сравнительный обзор алгоритмов восстановления матриц ,2016,М.,Панов
1938,Aleksandr Ermolaev,Compensation of chromatic and polarization mode dispersion in fiber-optic communication lines in microwave signals transmission ,2016,Aleksandr,Ermolaev
1939,Ksenia Ershova,Effect of adjunctive transferrin combination therapy against antibiotic-resistant and susceptible Acinetobacter baumannii strains in vitro. ,2016,Ksenia,Ershova
1940,Brian M. Luna,Effect of adjunctive transferrin combination therapy against antibiotic-resistant and susceptible Acinetobacter baumannii strains in vitro. ,2016,Brian M. Luna,Brian M. Luna
1941,Vladimir Zelman,Effect of adjunctive transferrin combination therapy against antibiotic-resistant and susceptible Acinetobacter baumannii strains in vitro. ,2016,Vladimir,Zelman
1942,Brad Spellberg,Effect of adjunctive transferrin combination therapy against antibiotic-resistant and susceptible Acinetobacter baumannii strains in vitro. ,2016,Brad,Spellberg
1943,Ivan Kholod,Data Mining for Internet of Things with Fog Nodes ,2016,Ivan,Kholod
1944,Ilya Petuhov,Data Mining for Internet of Things with Fog Nodes ,2016,Ilya,Petuhov
1945,Maria Efimova,Data Mining for Internet of Things with Fog Nodes ,2016,Maria,Efimova
1946,Жванский Д.С.,Исследование активности мышц рук при выполнении постуральных задач в сочетании с произвольными циклическими движениями рук у пациентов с болезнью Паркинсона ,2016,Д.С.,Жванский
1947,Карабанов А. В.,Исследование активности мышц рук при выполнении постуральных задач в сочетании с произвольными циклическими движениями рук у пациентов с болезнью Паркинсона ,2016,Карабанов А. В.,Карабанов А. В.
1948,Солопова И.А.,Исследование активности мышц рук при выполнении постуральных задач в сочетании с произвольными циклическими движениями рук у пациентов с болезнью Паркинсона ,2016,И.А.,Солопова
1949,Селионов В.А.,Исследование активности мышц рук при выполнении постуральных задач в сочетании с произвольными циклическими движениями рук у пациентов с болезнью Паркинсона ,2016,В.А.,Селионов
1950,Жевнерчук А.,Лемма об отслеживании для локально растягивающих отображений ,2016,А.,Жевнерчук
1951,Жилин И.В.,Экспериментальное исследование распределений длин пакетов ошибок свёрточных кодов ,2016,И.В.,Жилин
1952,Зигангиров Д.,Экспериментальное исследование распределений длин пакетов ошибок свёрточных кодов ,2016,Д.,Зигангиров
1953,Зяблов В.В.,Экспериментальное исследование распределений длин пакетов ошибок свёрточных кодов ,2016,В.В.,Зяблов
1954,Igor Zhilin,Generalized Concatenated Code Constructions with Low Overhead for Optical Channels and NAND-Flash Memory. ,2016,Igor,Zhilin
1955,Alexey Kreshchuk,Generalized Concatenated Code Constructions with Low Overhead for Optical Channels and NAND-Flash Memory. ,2016,Alexey,Kreshchuk
1956,Зайцев А.А.,Ошибка интерполяции для регрессии на основе данных разной точности ,2016,А.А.,Зайцев
1957,Alexey Medvedev,Storing and Indexing IoT Context for Smart City Applications ,2016,Alexey,Medvedev
1958,Arkady Zaslavsky,Storing and Indexing IoT Context for Smart City Applications ,2016,Arkady,Zaslavsky
1959,Maria Indrawan-Santiago,Storing and Indexing IoT Context for Smart City Applications ,2016,Maria,Indrawan-Santiago
1960,Pari Delir Haghighi,Storing and Indexing IoT Context for Smart City Applications ,2016,Pari Delir Haghighi,Pari Delir Haghighi
1961,Alireza Hassani,Storing and Indexing IoT Context for Smart City Applications ,2016,Alireza,Hassani
1962,Niklas Kolbe,Reasoning over Knowledge-based Generation of Situations in Context Spaces to Reduce Food Waste ,2016,Niklas,Kolbe
1963,Arkady Zaslavsky,Reasoning over Knowledge-based Generation of Situations in Context Spaces to Reduce Food Waste ,2016,Arkady,Zaslavsky
1964,Sylvain Kubler,Reasoning over Knowledge-based Generation of Situations in Context Spaces to Reduce Food Waste ,2016,Sylvain,Kubler
1965,Jérémy Robert,Reasoning over Knowledge-based Generation of Situations in Context Spaces to Reduce Food Waste ,2016,Jérémy,Robert
1966,Alexander Ilyashenko,Randomized priorities in queuing system with randomized push-out mechanism ,2016,Alexander,Ilyashenko
1967,Oleg Zayats,Randomized priorities in queuing system with randomized push-out mechanism ,2016,Oleg,Zayats
1968,Vladimir Muliukha,Randomized priorities in queuing system with randomized push-out mechanism ,2016,Vladimir,Muliukha
1969,Mikhail Zolotukhin,Weighted Fuzzy Clustering for Online Detection of Application DDoS Attacks in Encrypted Network Traffic ,2016,Mikhail,Zolotukhin
1970,Tero Kokkonen,Weighted Fuzzy Clustering for Online Detection of Application DDoS Attacks in Encrypted Network Traffic ,2016,Tero,Kokkonen
1971,Timo Hämäläinen,Weighted Fuzzy Clustering for Online Detection of Application DDoS Attacks in Encrypted Network Traffic ,2016,Timo,Hämäläinen
1972,Jarmo Siltanen,Weighted Fuzzy Clustering for Online Detection of Application DDoS Attacks in Encrypted Network Traffic ,2016,Jarmo,Siltanen
1973,Victor Zyablov,Broadcasting and Multiple Access for Next Generation Wireless Networks. ,2016,Victor,Zyablov
1974,Vladimir Potapov,Broadcasting and Multiple Access for Next Generation Wireless Networks. ,2016,Vladimir,Potapov
1975,Иванов А.,Классификация коннектомов на основе локальных метрик на стохастических матрицах ,2016,А.,Иванов
1976,Петров Д.М.,Классификация коннектомов на основе локальных метрик на стохастических матрицах ,2016,Д.М.,Петров
1977,Alexander Ivanov,Mathematical Model of QoS-aware Streaming with Heterogeneous Channel Access in Wi-Fi Networks ,2016,Alexander,Ivanov
1978,Evgeny Khorov,Mathematical Model of QoS-aware Streaming with Heterogeneous Channel Access in Wi-Fi Networks ,2016,Evgeny,Khorov
1979,Andrey Lyakhov,Mathematical Model of QoS-aware Streaming with Heterogeneous Channel Access in Wi-Fi Networks ,2016,Andrey,Lyakhov
1980,Кузнецов Е.С.,Выбор параметров многоадресной передачи в сетях IEEE 802.11aa ,2016,Е.С.,Кузнецов
1981,Иванов А.С.,Выбор параметров многоадресной передачи в сетях IEEE 802.11aa ,2016,А.С.,Иванов
1982,Ivan Ivanov,Time-Domain Equalizer with Minimax Channel Estimation. ,2016,Ivan,Ivanov
1983,Alexander P. Lavrov,Application of Microwave Photonics Components for Ultrawideband Antenna Array Beamforming ,2016,Alexander P. Lavrov,Alexander P. Lavrov
1984,Sergey Ivanov,Application of Microwave Photonics Components for Ultrawideband Antenna Array Beamforming ,2016,Sergey,Ivanov
1985,Igor Saenko,Application of Microwave Photonics Components for Ultrawideband Antenna Array Beamforming ,2016,Igor,Saenko
1986,Иванов Ф.И.,"Исследование корректирующих свойств кодов с малой плотностью проверок, основанных на кодах с повторением и матрицах перестановок ",2016,Ф.И.,Иванов
1987,Alexey Frolov,On Iterative LDPC-Based Joint Decoding Scheme for Binary Input Gaussian Multiple Access Channel. ,2016,Alexey,Frolov
1988,Pavel Rybin,On Iterative LDPC-Based Joint Decoding Scheme for Binary Input Gaussian Multiple Access Channel. ,2016,Pavel,Rybin
1989,Fedor Ivanov,On Iterative LDPC-Based Joint Decoding Scheme for Binary Input Gaussian Multiple Access Channel. ,2016,Fedor,Ivanov
1990,Иванова А.,Подготовка обучающей выборки для создания нейросетевых проективно-инвариантных дескрипторов ключевых точек ,2016,А.,Иванова
1991,Федоренко Ф.,Подготовка обучающей выборки для создания нейросетевых проективно-инвариантных дескрипторов ключевых точек ,2016,Ф.,Федоренко
1992,Коноваленко И.А.,Подготовка обучающей выборки для создания нейросетевых проективно-инвариантных дескрипторов ключевых точек ,2016,И.А.,Коноваленко
1993,Иншакова E.С.,Разрешение синтаксической местоименной анафоры в системе ЭТАП-3 ,2016,E.С.,Иншакова
1994,Anna Marakasova,Microsyntactic Annotation in the Russian SynTagRus Treebank ,2016,Anna,Marakasova
1995,Leonid Iomdin,Microsyntactic Annotation in the Russian SynTagRus Treebank ,2016,Leonid,Iomdin
1996,Иосипой Л. С.,Концентрация нормы изотропного логарифмически вогнутого случайного вектора ,2016,Иосипой Л. С.,Иосипой Л. С.
1997,Мокина О.,A Trojan-horse McC-like antibiotic from Bacillus amyloliquefaciens.  ,2016,О.,Мокина
1998,Серебрякова М.,A Trojan-horse McC-like antibiotic from Bacillus amyloliquefaciens.  ,2016,М.,Серебрякова
1999,Цибульская Д.,A Trojan-horse McC-like antibiotic from Bacillus amyloliquefaciens.  ,2016,Д.,Цибульская
2000,Куликовский А.,A Trojan-horse McC-like antibiotic from Bacillus amyloliquefaciens.  ,2016,А.,Куликовский
2001,Северинов К.В.,A Trojan-horse McC-like antibiotic from Bacillus amyloliquefaciens.  ,2016,К.В.,Северинов
2002,Дубилей С.,A Trojan-horse McC-like antibiotic from Bacillus amyloliquefaciens.  ,2016,С.,Дубилей
2003,Nikolay Chervyakov,Effect of RNS Dynamic Range on Grayscale Images Filtering. ,2016,Nikolay,Chervyakov
2004,P. Lyakhov,Effect of RNS Dynamic Range on Grayscale Images Filtering. ,2016,P.,Lyakhov
2005,D. Kalita,Effect of RNS Dynamic Range on Grayscale Images Filtering. ,2016,D.,Kalita
2006,K. Shulzhenko,Effect of RNS Dynamic Range on Grayscale Images Filtering. ,2016,K.,Shulzhenko
2007,Choi Kanghoon,A New Centralized Link Scheduling for 6TiSCH Wireless Industrial Networks ,2016,Choi,Kanghoon
2008,Sang-Hwa Chung,A New Centralized Link Scheduling for 6TiSCH Wireless Industrial Networks ,2016,Sang-Hwa,Chung
2009,Anna Klepikova,Differential expression analysis in complex morphological systems: a case of Arabidopsis thaliana ,2016,Anna,Klepikova
2010,Artem Kasianov,Differential expression analysis in complex morphological systems: a case of Arabidopsis thaliana ,2016,Artem,Kasianov
2011,Maria Logacheva,Differential expression analysis in complex morphological systems: a case of Arabidopsis thaliana ,2016,Maria,Logacheva
2012,Aleksey Penin,Differential expression analysis in complex morphological systems: a case of Arabidopsis thaliana ,2016,Aleksey,Penin
2013,Hong-Soog Kim,Mobility Load Balancing Enhancement for Self-Organizing Networkover LTE System Sangchul Oh ,2016,Hong-Soog,Kim
2014,Jeehyeon Na,Mobility Load Balancing Enhancement for Self-Organizing Networkover LTE System Sangchul Oh ,2016,Jeehyeon,Na
2015,Yeong Jin Kim,Mobility Load Balancing Enhancement for Self-Organizing Networkover LTE System Sangchul Oh ,2016,Yeong Jin Kim,Yeong Jin Kim
2016,Sungoh Kwon,Mobility Load Balancing Enhancement for Self-Organizing Networkover LTE System Sangchul Oh ,2016,Sungoh,Kwon
2017,Pavel Shilin,Connectivity of VANET segments using UAVs ,2016,Pavel,Shilin
2018,Ruslan Kirichek,Connectivity of VANET segments using UAVs ,2016,Ruslan,Kirichek
2019,Hoang Trung,Supernodes-based solution for Terrestrial Segment of Flying Ubiquitous Sensor Network under Intentional Electromagnetic Interference (IEMI) ,2016,Hoang,Trung
2020,Ruslan Kirichek,Supernodes-based solution for Terrestrial Segment of Flying Ubiquitous Sensor Network under Intentional Electromagnetic Interference (IEMI) ,2016,Ruslan,Kirichek
2021,Alexander Paramonov,Supernodes-based solution for Terrestrial Segment of Flying Ubiquitous Sensor Network under Intentional Electromagnetic Interference (IEMI) ,2016,Alexander,Paramonov
2022,Andrey Koucheryavy,Supernodes-based solution for Terrestrial Segment of Flying Ubiquitous Sensor Network under Intentional Electromagnetic Interference (IEMI) ,2016,Andrey,Koucheryavy
2023,Mikhail Schelkunov,Rhopalocnemis Phalloides - a Plant Without a Plastid Genome ,2016,Mikhail,Schelkunov
2024,Anna Klepikova,Rhopalocnemis Phalloides - a Plant Without a Plastid Genome ,2016,Anna,Klepikova
2025,Maxim Nuraliev,Rhopalocnemis Phalloides - a Plant Without a Plastid Genome ,2016,Maxim,Nuraliev
2026,Maria Logacheva,Rhopalocnemis Phalloides - a Plant Without a Plastid Genome ,2016,Maria,Logacheva
2027,V. Klimentyev,A Low-Complexity SCMA Detector for AWGN Channel Based on Solving Overdetermined Systems of Linear Equations. ,2016,V.,Klimentyev
2028,A. Sergienko,A Low-Complexity SCMA Detector for AWGN Channel Based on Solving Overdetermined Systems of Linear Equations. ,2016,A.,Sergienko
2029,Galina Klimchitskaya,Quantum Field Theoretical Approach to the Electrical Conductivity of Graphene ,2016,Galina,Klimchitskaya
2030,Vladimir Mostepanenko,Quantum Field Theoretical Approach to the Electrical Conductivity of Graphene ,2016,Vladimir,Mostepanenko
2031,Viktor Petrov,Quantum Field Theoretical Approach to the Electrical Conductivity of Graphene ,2016,Viktor,Petrov
2032,Tiina Kovanen,Survey: Intrusion detection systems in encrypted traffic ,2016,Tiina,Kovanen
2033,Timo Hämäläinen,Survey: Intrusion detection systems in encrypted traffic ,2016,Timo,Hämäläinen
