,author,title,year
1687,Dmitry Bankov,The Study of the Distributed Control Method to Hasten Link Set-up in IEEE 802.11ah Networks. ,2016
1688,Evgeny Khorov,The Study of the Distributed Control Method to Hasten Link Set-up in IEEE 802.11ah Networks. ,2016
1689,Andrey Lyakhov,The Study of the Distributed Control Method to Hasten Link Set-up in IEEE 802.11ah Networks. ,2016
1690,Степанова Е. А.,Исследование протокола централизованного управления процессом присоединения устройств в сетях IEEE 802.11ah при наличии интерференции.  ,2016
1691,Банков Д.В.,Исследование протокола централизованного управления процессом присоединения устройств в сетях IEEE 802.11ah при наличии интерференции.  ,2016
1692,Хоров Е.М.,Исследование протокола централизованного управления процессом присоединения устройств в сетях IEEE 802.11ah при наличии интерференции.  ,2016
1693,D. Bartoli,New Upper Bounds on the Smallest Size of a Saturating Set in a Projective Plane. ,2016
1694,A. Davydov,New Upper Bounds on the Smallest Size of a Saturating Set in a Projective Plane. ,2016
1695,M. Giulietti,New Upper Bounds on the Smallest Size of a Saturating Set in a Projective Plane. ,2016
1696,S. Marcugini,New Upper Bounds on the Smallest Size of a Saturating Set in a Projective Plane. ,2016
1697,F. Pambianco,New Upper Bounds on the Smallest Size of a Saturating Set in a Projective Plane. ,2016
1698,Anton Saveliev,Neural Network System for Monitoring State of an Optical Telecommunication System ,2016
1699,Irina Vatamaniuk,Neural Network System for Monitoring State of an Optical Telecommunication System ,2016
1700,Sergey Saitov,Neural Network System for Monitoring State of an Optical Telecommunication System ,2016
1701,Oleg Basov,Neural Network System for Monitoring State of an Optical Telecommunication System ,2016
1702,Nikolay Shilov,Neural Network System for Monitoring State of an Optical Telecommunication System ,2016
1703,Yuri Ushakov,Increasing the efficiency of IPTV by using software-defined networks ,2016
1704,Petr Polezhaev,Increasing the efficiency of IPTV by using software-defined networks ,2016
1705,Leonid Legashev,Increasing the efficiency of IPTV by using software-defined networks ,2016
1706,Irina Bolodurina,Increasing the efficiency of IPTV by using software-defined networks ,2016
1707,Alexander Shukhman,Increasing the efficiency of IPTV by using software-defined networks ,2016
1708,Nadezhda Bakhareva,Increasing the efficiency of IPTV by using software-defined networks ,2016
1709,Бедринцев А.А.,Описание пространства дизайна в задачах представления и анализа данных с помощью экстремальных эллипсоидов ,2016
1710,Чепыжов В.В.,Описание пространства дизайна в задачах представления и анализа данных с помощью экстремальных эллипсоидов ,2016
1711,N. Voloshina,Weighted Digital Watermarking Approaches Comparison. ,2016
1712,S. Bezzateev,Weighted Digital Watermarking Approaches Comparison. ,2016
1713,K. Zhidanov,Weighted Digital Watermarking Approaches Comparison. ,2016
1714,Yana Bekeneva,Investigation of protection mechanisms against DRDoS attacks using a simulation approach ,2016
1715,Nikolay Shipilov,Investigation of protection mechanisms against DRDoS attacks using a simulation approach ,2016
1716,Andrey Shorov,Investigation of protection mechanisms against DRDoS attacks using a simulation approach ,2016
1717,Imane Benkhelifa,Modified Elastic Routing to support Sink Mobility Characteristics in Wireless Sensor Network ,2016
1718,Nassim Belmouloud,Modified Elastic Routing to support Sink Mobility Characteristics in Wireless Sensor Network ,2016
1719,Yasmine Tabia,Modified Elastic Routing to support Sink Mobility Characteristics in Wireless Sensor Network ,2016
1720,Samira Moussaoui,Modified Elastic Routing to support Sink Mobility Characteristics in Wireless Sensor Network ,2016
1721,Белогаев А.А.,Сравнение различных подходов к рассылке информации о резервированиях в сетях Wi-Fi Mesh ,2016
1722,Красилов А.Н.,Сравнение различных подходов к рассылке информации о резервированиях в сетях Wi-Fi Mesh ,2016
1723,Василюк А.,Генерация признаков из хромато-масс-спектрограмм при помощи кластеризации пиков для решения задач классификации в липидомике ,2016
1724,Королёв С.О.,Генерация признаков из хромато-масс-спектрограмм при помощи кластеризации пиков для решения задач классификации в липидомике ,2016
1725,Ткачев А.,Генерация признаков из хромато-масс-спектрограмм при помощи кластеризации пиков для решения задач классификации в липидомике ,2016
1726,Беляев М.Г.,Генерация признаков из хромато-масс-спектрограмм при помощи кластеризации пиков для решения задач классификации в липидомике ,2016
1727,Сафиуллин А.,Консолидация различных вариантов сетевых структур мозга при решении задачи классификации нормы и патологии ,2016
1728,Беляев М.Г.,Консолидация различных вариантов сетевых структур мозга при решении задачи классификации нормы и патологии ,2016
1729,Додонова Ю.,Консолидация различных вариантов сетевых структур мозга при решении задачи классификации нормы и патологии ,2016
1730,Борзов А.,Предсказание генотипа по фенотипическим признакам у носителей мутации болезни Гентингтона ,2016
1731,Беляев М.Г.,Предсказание генотипа по фенотипическим признакам у носителей мутации болезни Гентингтона ,2016
1732,Селиверстов Ю.,Предсказание генотипа по фенотипическим признакам у носителей мутации болезни Гентингтона ,2016
1733,Maxim Pisov,A Brief Study of Dimensionality Reduction for Mass Spectra Classification ,2016
1734,Mikhail Belyaev,A Brief Study of Dimensionality Reduction for Mass Spectra Classification ,2016
1735,Блинов Е.,"Исследование зависимости возбудимости альфа-мотонейронов, иннервирующих камбаловидную мышцу, от двигательной задачи для рук у здоровых испытуемых в условиях разгрузки ",2016
1736,Селионов В.А.,"Исследование зависимости возбудимости альфа-мотонейронов, иннервирующих камбаловидную мышцу, от двигательной задачи для рук у здоровых испытуемых в условиях разгрузки ",2016
1737,Солопова И.А.,"Исследование зависимости возбудимости альфа-мотонейронов, иннервирующих камбаловидную мышцу, от двигательной задачи для рук у здоровых испытуемых в условиях разгрузки ",2016
1738,Жванский Д.С.,"Исследование зависимости возбудимости альфа-мотонейронов, иннервирующих камбаловидную мышцу, от двигательной задачи для рук у здоровых испытуемых в условиях разгрузки ",2016
1739,P. Boyvalenkov,Low Energy Bounds for Antipodal Spherical Codes and for Codes in Infinite Projective Spaces. ,2016
1740,P. Dragnev,Low Energy Bounds for Antipodal Spherical Codes and for Codes in Infinite Projective Spaces. ,2016
1741,D. Hardin,Low Energy Bounds for Antipodal Spherical Codes and for Codes in Infinite Projective Spaces. ,2016
1742,E. Saff,Low Energy Bounds for Antipodal Spherical Codes and for Codes in Infinite Projective Spaces. ,2016
1743,M. Stoyanova,Low Energy Bounds for Antipodal Spherical Codes and for Codes in Infinite Projective Spaces. ,2016
1744,Konstantin Borisenko,Detecting the origin of DDoS Attacks in OpenStack Cloud Platform Using Data Mining Techniques ,2016
1745,Andrey Rukavitsyn,Detecting the origin of DDoS Attacks in OpenStack Cloud Platform Using Data Mining Techniques ,2016
1746,Andrei Gurtov,Detecting the origin of DDoS Attacks in OpenStack Cloud Platform Using Data Mining Techniques ,2016
1747,Andrey Shorov,Detecting the origin of DDoS Attacks in OpenStack Cloud Platform Using Data Mining Techniques ,2016
1748,Roman U. Borodulin,Principles of constructive synthesis of electromagnetic wave radiators ,2016
1749,Boris V. Sosunov,Principles of constructive synthesis of electromagnetic wave radiators ,2016
1750,Sergey B. Makarov,Principles of constructive synthesis of electromagnetic wave radiators ,2016
1751,Evgeni Bikov,Smart Concurrent Learning Scheme for 5G Network: QoS-Aware Radio Resource Allocation ,2016
1752,Dmitri Botvich,Smart Concurrent Learning Scheme for 5G Network: QoS-Aware Radio Resource Allocation ,2016
1753,Valery Tikhvinskiy,Innovation radar as a tool of 5G development analysis ,2016
1754,Grigory Bochechka,Innovation radar as a tool of 5G development analysis ,2016
1755,Alexander Minov,Innovation radar as a tool of 5G development analysis ,2016
1756,Andrey Gryazev,Innovation radar as a tool of 5G development analysis ,2016
1757,Браславский И.,Сравнение различных методов декодирования q-ичных кодов по максимуму апостериорных вероятностей ,2016
1758,Фролов А.А.,Сравнение различных методов декодирования q-ичных кодов по максимуму апостериорных вероятностей ,2016
1759,Бредихин Д.,Дифференциальная экспрессия длинных некодирующих РНК при раковых заболеваниях ,2016
1760,Olga Kalinina,Innovation Venture Financing Projects in Information Technology ,2016
1761,Alexander Bril,Innovation Venture Financing Projects in Information Technology ,2016
1762,Olga Valebnikova,Innovation Venture Financing Projects in Information Technology ,2016
1763,Andrey Vladyko,Fuzzy model of dynamic traffic management in software-defined mobile networks ,2016
1764,Ivan Letenko,Fuzzy model of dynamic traffic management in software-defined mobile networks ,2016
1765,Anton Lezhepekov,Fuzzy model of dynamic traffic management in software-defined mobile networks ,2016
1766,Mikhail Buinevich,Fuzzy model of dynamic traffic management in software-defined mobile networks ,2016
1767,Бурнаев Е.В.,Одноклассовая машина опорных векторов с использованием привилегированной информации ,2016
1768,Смоляков Д.,Одноклассовая машина опорных векторов с использованием привилегированной информации ,2016
1769,Бурнаев Е.В.,Автоматизированное построение классификаторов на основе рекуррентных нейронных сетей для детекции проездов транспортных средств ,2016
1770,Ханипов Т.М.,Автоматизированное построение классификаторов на основе рекуррентных нейронных сетей для детекции проездов транспортных средств ,2016
1771,Коптелов И.А.,Автоматизированное построение классификаторов на основе рекуррентных нейронных сетей для детекции проездов транспортных средств ,2016
1772,Новиков Г.,Автоматизированное построение классификаторов на основе рекуррентных нейронных сетей для детекции проездов транспортных средств ,2016
1773,Гаврильчик К.,Оптимальное распознавание прохода в лабиринте с помощью клеточного автомата ,2016
1774,Бусовиков В.,Оптимальное распознавание прохода в лабиринте с помощью клеточного автомата ,2016
1775,Яроцкий Д.,Оптимальное распознавание прохода в лабиринте с помощью клеточного автомата ,2016
1776,Alexey Filimonov,Investigation of electro-physical and transient parameters of energy accumulating capacitors applied in nanosecond and subnanosecond high-current avalanche switches ,2016
1777,Sergey Vainshtein,Investigation of electro-physical and transient parameters of energy accumulating capacitors applied in nanosecond and subnanosecond high-current avalanche switches ,2016
1778,Vladimir Egorkin,Investigation of electro-physical and transient parameters of energy accumulating capacitors applied in nanosecond and subnanosecond high-current avalanche switches ,2016
1779,Valery Zemlyakov,Investigation of electro-physical and transient parameters of energy accumulating capacitors applied in nanosecond and subnanosecond high-current avalanche switches ,2016
1780,Andrey Maslevtsov,Investigation of electro-physical and transient parameters of energy accumulating capacitors applied in nanosecond and subnanosecond high-current avalanche switches ,2016
1781,Valeriya Kovaleva,Spectra of tree ensembles ,2016
1782,Olga Valba,Spectra of tree ensembles ,2016
1783,Andrey Rashich,Joint use of SEFDM-signals and FEC schemes ,2016
1784,Dmitry Vasilyev,Joint use of SEFDM-signals and FEC schemes ,2016
1785,Dmitrii Fadeev,Joint use of SEFDM-signals and FEC schemes ,2016
1786,Yuliya Gaidamaka,Optimization of Selection Strategies for P2P Streaming Network Based on Daily Users' Behavior and Users' Distribution over Time  Zones ,2016
1787,Ivan Vasiliev,Optimization of Selection Strategies for P2P Streaming Network Based on Daily Users' Behavior and Users' Distribution over Time  Zones ,2016
1788,Alexander P. Lavrov,The Allan variance usage for stability characterization of weak signal receivers ,2016
1789,Yuriy Vekshin,The Allan variance usage for stability characterization of weak signal receivers ,2016
1790,Elena Velichko,Information risk analysis for logistics systems ,2016
1791,Constantine Korikov,Information risk analysis for logistics systems ,2016
1792,Aleksey Grishentsev,Information risk analysis for logistics systems ,2016
1793,Anatoliy Korobeynikov,Information risk analysis for logistics systems ,2016
1794,A. Veselov,A Rate-Distortion Adaptive Order of Bitplanes Decoding for Distributed Video Coding. ,2016
1795,M. Gilmutdinov,A Rate-Distortion Adaptive Order of Bitplanes Decoding for Distributed Video Coding. ,2016
1796,Виноградов Д.В.,Анализ изменений альтернативного сплайсинга при гепатоцеллюлярной карциноме ,2016
1797,Eduard Sopin,Evaluating a case of downlink uplink decoupling using queuing system with random requirements ,2016
1798,Konstantin Samouylov,Evaluating a case of downlink uplink decoupling using queuing system with random requirements ,2016
1799,Olga Vikhrova,Evaluating a case of downlink uplink decoupling using queuing system with random requirements ,2016
1800,Roman Kovalchukov,Evaluating a case of downlink uplink decoupling using queuing system with random requirements ,2016
1801,Dmitri Moltchanov,Evaluating a case of downlink uplink decoupling using queuing system with random requirements ,2016
1802,Andrey Samuylov,Evaluating a case of downlink uplink decoupling using queuing system with random requirements ,2016
1803,Andrey Vladyko,Comprehensive SDN testing based on model network ,2016
1804,Ammar Muthanna,Comprehensive SDN testing based on model network ,2016
1805,Ruslan Kirichek,Comprehensive SDN testing based on model network ,2016
1806,Sergey V. Zavjalov,Reduction of Energy Losses under Conditions of Overcoming Nyquist Barrier by Optimal Signal Selection ,2016
1807,Sergey V. Volvenko,Reduction of Energy Losses under Conditions of Overcoming Nyquist Barrier by Optimal Signal Selection ,2016
1808,Sergey B. Makarov,Reduction of Energy Losses under Conditions of Overcoming Nyquist Barrier by Optimal Signal Selection ,2016
1809,Sergey V. Zavjalov,Possibilities of Nyquist barrier breaking by optimal signal selection ,2016
1810,Sergey V. Volvenko,Possibilities of Nyquist barrier breaking by optimal signal selection ,2016
1811,Sergey B. Makarov,Possibilities of Nyquist barrier breaking by optimal signal selection ,2016
1812,Shen De Yuan,Possibilities of Nyquist barrier breaking by optimal signal selection ,2016
1813,Nadezda Volovich,CRISPR-Cas defence system in processes of T7 phage infection and protospacer-carrying plasmid transformation. ,2016
1814,Alexander Martynov,CRISPR-Cas defence system in processes of T7 phage infection and protospacer-carrying plasmid transformation. ,2016
1815,Aleksandra Strotskaia,CRISPR-Cas defence system in processes of T7 phage infection and protospacer-carrying plasmid transformation. ,2016
1816,Konstantin Severinov,CRISPR-Cas defence system in processes of T7 phage infection and protospacer-carrying plasmid transformation. ,2016
1817,Jaroslav Ispolatov,CRISPR-Cas defence system in processes of T7 phage infection and protospacer-carrying plasmid transformation. ,2016
1818,Володин С.,Вероятностный подход для задачи предсказания биологической активности ядерных рецепторов ,2016
1819,Попова М.,Вероятностный подход для задачи предсказания биологической активности ядерных рецепторов ,2016
1820,Воронцова Д.,Foreign DNA acquisition by the I-F CRISPR-Cas system.  ,2016
1821,Медведева С.,Foreign DNA acquisition by the I-F CRISPR-Cas system.  ,2016
1822,Савицкая Е.,Foreign DNA acquisition by the I-F CRISPR-Cas system.  ,2016
1823,Логачёва М.Д.,Foreign DNA acquisition by the I-F CRISPR-Cas system.  ,2016
1824,Семенова Е.,Foreign DNA acquisition by the I-F CRISPR-Cas system.  ,2016
1825,Северинов К.В.,Foreign DNA acquisition by the I-F CRISPR-Cas system.  ,2016
1826,S. Vostokov,Encryption System Using the Explicit Reciprocity Law. ,2016
1827,R. Vostokova,Encryption System Using the Explicit Reciprocity Law. ,2016
1828,E. Krouk,About One Modiﬁcation of McEliece Cryptosystem Based on Plotkin Construction. ,2016
1829,A. Ovchinnikov,About One Modiﬁcation of McEliece Cryptosystem Based on Plotkin Construction. ,2016
1830,E. Vostokova,About One Modiﬁcation of McEliece Cryptosystem Based on Plotkin Construction. ,2016
1831,Вотинов А.,Алгоритмы поиска медоидов и выбросов на основе ординальных данных ,2016
1832,Панов М.,Алгоритмы поиска медоидов и выбросов на основе ординальных данных ,2016
1833,Шамсутдинов А.,Агрегирование специализированных прогнозирующих стратегий на основе алгоритма AdaHedge ,2016
1834,Вьюгин В.В.,Агрегирование специализированных прогнозирующих стратегий на основе алгоритма AdaHedge ,2016
1835,Вьюгин В.В.,Алгоритм Fixed-Share для частично определенных экспертов ,2016
1836,Ольховская Ю.,Алгоритм Fixed-Share для частично определенных экспертов ,2016
1837,Вьюгин В.В.,Отслеживание наилучшей траектории экспертных решений с помощью алгоритма AdaHedge ,2016
1838,Стельмах И.,Отслеживание наилучшей траектории экспертных решений с помощью алгоритма AdaHedge ,2016
1839,Ilya Vyugin,New bounds of polynomial energy ,2016
1840,Sergey Makarychev,New bounds of polynomial energy ,2016
1841,Sergey Makarychev,Polynomial equations over Fp in subgroups of Fp* ,2016
1842,Ilya Vyugin,Polynomial equations over Fp in subgroups of Fp* ,2016
1843,Roman Levin,On the Riemann-Hilbert Problem for Linear q-Difference Equations ,2016
1844,Ilya Vyugin,On the Riemann-Hilbert Problem for Linear q-Difference Equations ,2016
1845,E. Gabidulin,Decoding New Multicomponent Codes. ,2016
1846,N. Pilipchuk,Decoding New Multicomponent Codes. ,2016
1847,I. Sysoev,Decoding New Multicomponent Codes. ,2016
1848,Галицына А.А.,"""Зеркальные риды"" в данных Hi-C ",2016
1849,Храмеева Е.Е.,"""Зеркальные риды"" в данных Hi-C ",2016
1850,Гаврилов А.,"""Зеркальные риды"" в данных Hi-C ",2016
1851,Гареева Р. Р.,"Зависимость величины моторных вызванных потенциалов в мышцах рук от афферентного входа, активированного вибростимуляцией ",2016
1852,Селионов В.А.,"Зависимость величины моторных вызванных потенциалов в мышцах рук от афферентного входа, активированного вибростимуляцией ",2016
1853,Солопова И.А.,"Зависимость величины моторных вызванных потенциалов в мышцах рук от афферентного входа, активированного вибростимуляцией ",2016
1854,Sofya Garushyants,Functional analysis of Holospora spp. - nuclear endosymbionts of Paramecium ,2016
1855,Гасников А.В.,Прямо-двойственный метод зеркального спуска для условных задач стохастической композитной оптимизации ,2016
1856,Гасникова Е.,Прямо-двойственный метод зеркального спуска для условных задач стохастической композитной оптимизации ,2016
1857,Мациевский С.,Прямо-двойственный метод зеркального спуска для условных задач стохастической композитной оптимизации ,2016
1858,Anton Gorlov,Root-Raised Cosine versus Optimal Finite Pulses for Faster-than-Nyquist Generation ,2016
1859,Aleksandr Gelgor,Root-Raised Cosine versus Optimal Finite Pulses for Faster-than-Nyquist Generation ,2016
1860,Van Phe Nguyen,Root-Raised Cosine versus Optimal Finite Pulses for Faster-than-Nyquist Generation ,2016
1861,Молдован М.,Сравнительный анализ бактериальных пангеномов ,2016
1862,Гельфанд М.С.,Сравнительный анализ бактериальных пангеномов ,2016
1863,Самборская М.,Исследование зависимости частоты контактов хроматина от активности экспрессии генов у Drosophila melanogaster и Homo Sapiens ,2016
1864,Храмеева Е.Е.,Исследование зависимости частоты контактов хроматина от активности экспрессии генов у Drosophila melanogaster и Homo Sapiens ,2016
1865,Гельфанд М.С.,Исследование зависимости частоты контактов хроматина от активности экспрессии генов у Drosophila melanogaster и Homo Sapiens ,2016
1866,Yuriy Korostelev,Incompatible Ligand-Residue Pairs in LacI Family of Transcription Factors ,2016
1867,Matvei Khoroshkin,Incompatible Ligand-Residue Pairs in LacI Family of Transcription Factors ,2016
1868,Mikhail Gelfand,Incompatible Ligand-Residue Pairs in LacI Family of Transcription Factors ,2016
1869,Гемаддиев И. В.,Определение остановок посадки пассажиров общественного наземного транспорта с использованием датчиков геопозиционирования и данных валидаторов ,2016
1870,S. Foss,Extra power backup for balancing of power grid with renewables. ,2016
1871,G. Georgiev,Extra power backup for balancing of power grid with renewables. ,2016
1872,D. Kim,Extra power backup for balancing of power grid with renewables. ,2016
1873,A. Turlikov,Extra power backup for balancing of power grid with renewables. ,2016
1874,Julia Piskunova,Induction of bacterial persistence by peptide antibiotic microcin Co. ,2016
1875,Etienne Maisonneuve,Induction of bacterial persistence by peptide antibiotic microcin Co. ,2016
1876,Kenn Gerdes,Induction of bacterial persistence by peptide antibiotic microcin Co. ,2016
1877,Konstantin Severinov,Induction of bacterial persistence by peptide antibiotic microcin Co. ,2016
1878,Ioannis Giannoulakis,A Source Prioritizing Scheme for Relay Cooperative Networking ,2016
1879,Emmanouil Kafetzakis,A Source Prioritizing Scheme for Relay Cooperative Networking ,2016
1880,Anastasios Kourtis,A Source Prioritizing Scheme for Relay Cooperative Networking ,2016
1881,D. Novikov,Local-adaptive Blocks-based Predictor For Lossless Image Compression. ,2016
1882,N. Egorov,Local-adaptive Blocks-based Predictor For Lossless Image Compression. ,2016
1883,M. Gilmutdinov,Local-adaptive Blocks-based Predictor For Lossless Image Compression. ,2016
1884,Vladimir Gluhov,Improving the efficiency of architectural solutions based on cloud services integration ,2016
1885,Igor Ilin,Improving the efficiency of architectural solutions based on cloud services integration ,2016
1886,Oksana Iliashenko,Improving the efficiency of architectural solutions based on cloud services integration ,2016
1887,Поверенная И.,Анализ длины и фазы сплайсосомальных интронов в эукариотических генах ,2016
1888,Горев Д.,Анализ длины и фазы сплайсосомальных интронов в эукариотических генах ,2016
1889,Ройтберг М.,Анализ длины и фазы сплайсосомальных интронов в эукариотических генах ,2016
1890,Oleg Gorodnitskii,Nonlinear adaptive method of matrix completion on partial observations ,2016
1891,Mikhail Trofimov,Nonlinear adaptive method of matrix completion on partial observations ,2016
1892,Andrey Ryazanov,Inverse Protein Folding Problem via Quadratic Programming ,2016
1893,Sergei Grudinin,Inverse Protein Folding Problem via Quadratic Programming ,2016
1894,Mikhail Karasikov,Inverse Protein Folding Problem via Quadratic Programming ,2016
1895,Roman Pogodin,Quadratic Programming Approach to Fit Protein Complexes into Electron Density Maps ,2016
1896,Alexander Katrutsa,Quadratic Programming Approach to Fit Protein Complexes into Electron Density Maps ,2016
1897,Sergei Grudinin,Quadratic Programming Approach to Fit Protein Complexes into Electron Density Maps ,2016
1898,Svetlana Suloeva,Development of Project Risk Rating for Telecommunication Company ,2016
1899,Sergey Grishunin,Development of Project Risk Rating for Telecommunication Company ,2016
1900,Dmitry Efrosinin,Evaluating Impact of Licensed Shared Access Regime on QoS by the Busy Period Analysis of a Queuing System with Breakdowns ,2016
1901,Konstantin Samouylov,Evaluating Impact of Licensed Shared Access Regime on QoS by the Busy Period Analysis of a Queuing System with Breakdowns ,2016
1902,Irina A. Gudkova,Evaluating Impact of Licensed Shared Access Regime on QoS by the Busy Period Analysis of a Queuing System with Breakdowns ,2016
1903,Konstantin Samouylov,Queuing Model for Analyzing Simultaneous Access to Spectrum by Limiting Power of LSA Licensee ,2016
1904,Irina A. Gudkova,Queuing Model for Analyzing Simultaneous Access to Spectrum by Limiting Power of LSA Licensee ,2016
1905,Ekaterina V. Markova,Queuing Model for Analyzing Simultaneous Access to Spectrum by Limiting Power of LSA Licensee ,2016
1906,Smirnov Alexander,''Connected Car''-Based Customised On-Demand Tours: the Concept and Underlying Technologies ,2016
1907,Nikolay Shilov,''Connected Car''-Based Customised On-Demand Tours: the Concept and Underlying Technologies ,2016
1908,Oleg Gusikhin,''Connected Car''-Based Customised On-Demand Tours: the Concept and Underlying Technologies ,2016
1909,Alexander Petrov,Rubidium atomic clock with improved metrological characteristics for satellite communication system ,2016
1910,Vadim Davydov,Rubidium atomic clock with improved metrological characteristics for satellite communication system ,2016
1911,Nikita Myazin,Rubidium atomic clock with improved metrological characteristics for satellite communication system ,2016
1912,Julien Dhallenne,RCOS: Real Time Context Sharing Across A Fleet Of Smart Mobile Devices ,2016
1913,Prem Jayaraman,RCOS: Real Time Context Sharing Across A Fleet Of Smart Mobile Devices ,2016
1914,Arkady Zaslavsky,RCOS: Real Time Context Sharing Across A Fleet Of Smart Mobile Devices ,2016
1915,Alexey Chernov,A Primal-Dual First-Order Method for Minimization Problems with Linear Constraints ,2016
1916,Pavel Dvurechensky,A Primal-Dual First-Order Method for Minimization Problems with Linear Constraints ,2016
1917,Яровенко С.,"Автоматический поиск и анализ событий изменения сплайсинга, происходящих в результате рождения новых сайтов сплайсинга в линии Homo sapiens ",2016
1918,Денисов С.В.,"Автоматический поиск и анализ событий изменения сплайсинга, происходящих в результате рождения новых сайтов сплайсинга в линии Homo sapiens ",2016
1919,Дерендяев А.Б.,Мобильность городских жителей по данным сотового оператора ,2016
1920,Caslav Stefanovic,On the performance analysis of wireless receiver with an AFC over Generalized-K fading channels in the presence of single CCI ,2016
1921,Srdjan Jovkovic,On the performance analysis of wireless receiver with an AFC over Generalized-K fading channels in the presence of single CCI ,2016
1922,Danijel Djosic,On the performance analysis of wireless receiver with an AFC over Generalized-K fading channels in the presence of single CCI ,2016
1923,Dejan Rancic,On the performance analysis of wireless receiver with an AFC over Generalized-K fading channels in the presence of single CCI ,2016
1924,Mihajlo Stefanovic,On the performance analysis of wireless receiver with an AFC over Generalized-K fading channels in the presence of single CCI ,2016
1925,Курмуков А. И.,Классификация расстройств аутистического спектра и нормального развития на основе сходства разбиений сетевых структур мозга ,2016
1926,Додонова Ю.,Классификация расстройств аутистического спектра и нормального развития на основе сходства разбиений сетевых структур мозга ,2016
1927,Жуков Л.,Классификация расстройств аутистического спектра и нормального развития на основе сходства разбиений сетевых структур мозга ,2016
1928,Anna Tkachev,Classification of Connectomes Based on a Measure of Graph Spectra Similarity ,2016
1929,Yulia Dodonova,Classification of Connectomes Based on a Measure of Graph Spectra Similarity ,2016
1930,Yulia Shichkina,Application of fuzzy sections for constructing dynamic routing in the network DTN ,2016
1931,Mikhail Kupriyanov,Application of fuzzy sections for constructing dynamic routing in the network DTN ,2016
1932,Anastasia Plotnikova,Application of fuzzy sections for constructing dynamic routing in the network DTN ,2016
1933,Yaroslav Domaratsky,Application of fuzzy sections for constructing dynamic routing in the network DTN ,2016
1934,Elena Egorova,Signature Codes for a Special Class of Multiple Access Channel. ,2016
1935,Valeria Potapova,Signature Codes for a Special Class of Multiple Access Channel. ,2016
1936,Ермилов Д.,Сравнительный обзор алгоритмов восстановления матриц ,2016
1937,Панов М.,Сравнительный обзор алгоритмов восстановления матриц ,2016
1938,Aleksandr Ermolaev,Compensation of chromatic and polarization mode dispersion in fiber-optic communication lines in microwave signals transmission ,2016
1939,Ksenia Ershova,Effect of adjunctive transferrin combination therapy against antibiotic-resistant and susceptible Acinetobacter baumannii strains in vitro. ,2016
1940,Brian M. Luna,Effect of adjunctive transferrin combination therapy against antibiotic-resistant and susceptible Acinetobacter baumannii strains in vitro. ,2016
1941,Vladimir Zelman,Effect of adjunctive transferrin combination therapy against antibiotic-resistant and susceptible Acinetobacter baumannii strains in vitro. ,2016
1942,Brad Spellberg,Effect of adjunctive transferrin combination therapy against antibiotic-resistant and susceptible Acinetobacter baumannii strains in vitro. ,2016
1943,Ivan Kholod,Data Mining for Internet of Things with Fog Nodes ,2016
1944,Ilya Petuhov,Data Mining for Internet of Things with Fog Nodes ,2016
1945,Maria Efimova,Data Mining for Internet of Things with Fog Nodes ,2016
1946,Жванский Д.С.,Исследование активности мышц рук при выполнении постуральных задач в сочетании с произвольными циклическими движениями рук у пациентов с болезнью Паркинсона ,2016
1947,Карабанов А. В.,Исследование активности мышц рук при выполнении постуральных задач в сочетании с произвольными циклическими движениями рук у пациентов с болезнью Паркинсона ,2016
1948,Солопова И.А.,Исследование активности мышц рук при выполнении постуральных задач в сочетании с произвольными циклическими движениями рук у пациентов с болезнью Паркинсона ,2016
1949,Селионов В.А.,Исследование активности мышц рук при выполнении постуральных задач в сочетании с произвольными циклическими движениями рук у пациентов с болезнью Паркинсона ,2016
1950,Жевнерчук А.,Лемма об отслеживании для локально растягивающих отображений ,2016
1951,Жилин И.В.,Экспериментальное исследование распределений длин пакетов ошибок свёрточных кодов ,2016
1952,Зигангиров Д.,Экспериментальное исследование распределений длин пакетов ошибок свёрточных кодов ,2016
1953,Зяблов В.В.,Экспериментальное исследование распределений длин пакетов ошибок свёрточных кодов ,2016
1954,Igor Zhilin,Generalized Concatenated Code Constructions with Low Overhead for Optical Channels and NAND-Flash Memory. ,2016
1955,Alexey Kreshchuk,Generalized Concatenated Code Constructions with Low Overhead for Optical Channels and NAND-Flash Memory. ,2016
1956,Зайцев А.А.,Ошибка интерполяции для регрессии на основе данных разной точности ,2016
1957,Alexey Medvedev,Storing and Indexing IoT Context for Smart City Applications ,2016
1958,Arkady Zaslavsky,Storing and Indexing IoT Context for Smart City Applications ,2016
1959,Maria Indrawan-Santiago,Storing and Indexing IoT Context for Smart City Applications ,2016
1960,Pari Delir Haghighi,Storing and Indexing IoT Context for Smart City Applications ,2016
1961,Alireza Hassani,Storing and Indexing IoT Context for Smart City Applications ,2016
1962,Niklas Kolbe,Reasoning over Knowledge-based Generation of Situations in Context Spaces to Reduce Food Waste ,2016
1963,Arkady Zaslavsky,Reasoning over Knowledge-based Generation of Situations in Context Spaces to Reduce Food Waste ,2016
1964,,Reasoning over Knowledge-based Generation of Situations in Context Spaces to Reduce Food Waste ,2016
1965,Jérémy Robert,Reasoning over Knowledge-based Generation of Situations in Context Spaces to Reduce Food Waste ,2016
1966,Alexander Ilyashenko,Randomized priorities in queuing system with randomized push-out mechanism ,2016
1967,Oleg Zayats,Randomized priorities in queuing system with randomized push-out mechanism ,2016
